annotation id,objective test score,organization level,global score,categories ordered,self order grouped,self order score,normalized self order score,clustering free recall,category statistics,pathophysiology,epidemiology,etiology,history,physical,exams,differential,therapeutic,used categories,total annotations,ideas,computed score,cluster kmeans emb,cluster kmeans 3 emb,cluster kmeans cat,cluster kmeans 3 cat,cluster agg emb,cluster agg 3 emb,cluster agg cat,cluster agg 3 cat,cluster gmm emb,cluster gmm 3 emb,cluster gmm cat,cluster gmm 3 cat,cluster birch emb,cluster birch 3 emb,cluster birch cat,cluster birch 3 cat,year
6c118cb7-47ad-41fa-b429-51c7232e7a66,52,2.0,5.0,"[[3, 70, 4], [2, 268, 1], [1, 322, 2], [3, 533, 1], [1, 544, 1], [5, 588, 1], [3, 612, 1], [6, 622, 2], [3, 666, 1], [2, 672, 1], [1, 706, 5]]",etiology:70/10; epidemiology:268/3; pathophysiology:322/14; etiology:533/1; pathophysiology:544/1; physical:588/1; etiology:612/1; exams:622/2; etiology:666/1; epidemiology:672/1; pathophysiology:706/5,6,0.2840909090909091,-0.4347826086956522,"{'pathophysiology': 8, 'epidemiology': 2, 'etiology': 7, 'history': 0, 'physical': 1, 'exams': 2, 'differential': 0, 'therapeutic': 0, 'used categories': 5, 'total annotations': 11, 'ideas': 11}",8,2,7,0,1,2,0,0,5,11,11,5.1,2,2,3,1,2,2,3,1,2,2,3,1,2,2,5,2,3.0
6dcbda31-888a-4b98-9ca7-903cef8de97e,76,2.0,5.0,"[[1, 63, 1], [6, 84, 1], [1, 114, 2], [3, 203, 2], [1, 291, 1], [8, 348, 1], [4, 381, 1], [8, 416, 1], [6, 435, 2], [4, 492, 1], [2, 519, 2], [8, 605, 1], [4, 636, 1], [8, 661, 1], [5, 680, 1], [7, 754, 2]]",pathophysiology:63/7; exams:84/5; pathophysiology:114/2; etiology:203/2; pathophysiology:291/1; therapeutic:348/5; history:381/5; therapeutic:416/1; exams:435/2; history:492/1; epidemiology:519/2; therapeutic:605/1; history:636/1; therapeutic:661/1; physical:680/1; differential:754/2,7,0.5625,-0.2549019607843137,"{'pathophysiology': 4, 'epidemiology': 2, 'etiology': 2, 'history': 3, 'physical': 1, 'exams': 3, 'differential': 2, 'therapeutic': 4, 'used categories': 8, 'total annotations': 16, 'ideas': 16}",4,2,2,3,1,3,2,4,8,16,16,6.3,1,1,6,2,2,2,6,2,2,2,6,2,2,2,7,2,5.0
77c4759b-29f6-4c76-8304-9f5b186d28d1,48,3.0,6.0,"[[1, 15, 2], [2, 199, 4], [4, 344, 1], [5, 362, 1], [6, 377, 2], [5, 449, 5]]",pathophysiology:15/2; epidemiology:199/4; history:344/1; physical:362/11; exams:377/2; physical:449/5,1,0.5208333333333334,-0.49999999999999983,"{'pathophysiology': 2, 'epidemiology': 4, 'etiology': 0, 'history': 1, 'physical': 6, 'exams': 2, 'differential': 0, 'therapeutic': 0, 'used categories': 5, 'total annotations': 6, 'ideas': 6}",2,4,0,1,6,2,0,0,5,6,6,5.4,2,2,1,1,2,2,1,0,1,1,1,0,2,2,6,2,4.0
78afdbb2-8281-429c-9288-58f01946e59d,76,2.0,5.0,"[[2, 38, 1], [4, 80, 2], [5, 127, 2], [1, 197, 4], [5, 459, 3]]",epidemiology:38/1; history:80/2; physical:127/8; pathophysiology:197/4; physical:459/3,1,0.4,-0.6666666666666664,"{'pathophysiology': 4, 'epidemiology': 1, 'etiology': 0, 'history': 2, 'physical': 5, 'exams': 0, 'differential': 0, 'therapeutic': 0, 'used categories': 4, 'total annotations': 5, 'ideas': 5}",4,1,0,2,5,0,0,0,4,5,5,6.3,2,2,1,0,2,2,1,0,1,1,1,0,2,2,6,2,3.0
7d59881f-97e8-4e19-84f6-de0a2716041e,73,3.0,7.0,"[[2, 57, 1], [3, 103, 3], [1, 231, 4], [4, 406, 4], [6, 468, 1], [4, 492, 1], [6, 520, 2], [8, 616, 9], [7, 853, 2]]",epidemiology:57/1; etiology:103/3; pathophysiology:231/4; history:406/6; exams:468/5; history:492/1; exams:520/2; therapeutic:616/9; differential:853/2,2,0.6805555555555556,-0.2857142857142857,"{'pathophysiology': 4, 'epidemiology': 1, 'etiology': 3, 'history': 5, 'physical': 0, 'exams': 3, 'differential': 2, 'therapeutic': 9, 'used categories': 7, 'total annotations': 9, 'ideas': 9}",4,1,3,5,0,3,2,9,7,9,9,7.15,2,2,7,2,2,2,7,2,2,2,7,2,2,2,8,2,5.0
8af86408-d1da-419c-b437-2113f21c1cf4,60,3.0,5.0,"[[1, 45, 2], [4, 118, 3], [2, 200, 1], [6, 274, 2], [5, 318, 1], [6, 335, 1]]",pathophysiology:45/2; history:118/3; epidemiology:200/1; exams:274/4; physical:318/1; exams:335/1,1,0.5208333333333334,-0.49999999999999983,"{'pathophysiology': 2, 'epidemiology': 1, 'etiology': 0, 'history': 3, 'physical': 1, 'exams': 3, 'differential': 0, 'therapeutic': 0, 'used categories': 5, 'total annotations': 6, 'ideas': 6}",2,1,0,3,1,3,0,0,5,6,6,5.5,2,2,2,0,2,2,2,0,1,1,2,0,2,2,6,2,4.0
8cac1838-c91d-4ba7-af21-578f42d4512d,82,4.0,8.0,"[[3, 13, 2], [2, 63, 1], [4, 71, 1], [1, 110, 2], [5, 287, 1], [4, 304, 4], [5, 414, 1], [8, 454, 8]]",etiology:13/2; epidemiology:63/1; history:71/9; pathophysiology:110/2; physical:287/3; history:304/4; physical:414/1; therapeutic:454/8,2,0.5625,-0.3333333333333333,"{'pathophysiology': 2, 'epidemiology': 1, 'etiology': 2, 'history': 5, 'physical': 2, 'exams': 0, 'differential': 0, 'therapeutic': 8, 'used categories': 6, 'total annotations': 8, 'ideas': 8}",2,1,2,5,2,0,0,8,6,8,8,8.1,2,2,7,1,2,2,5,2,1,1,7,1,2,2,8,2,5.0
8d2463e0-c035-41c8-b764-fd1b473ebc2e,62,2.0,3.0,"[[1, 26, 2], [3, 94, 1], [5, 136, 3], [6, 232, 1], [4, 281, 1]]",pathophysiology:26/2; etiology:94/1; physical:136/3; exams:232/1; history:281/1,0,0.625,0.0/0.0,"{'pathophysiology': 2, 'epidemiology': 0, 'etiology': 1, 'history': 1, 'physical': 3, 'exams': 1, 'differential': 0, 'therapeutic': 0, 'used categories': 5, 'total annotations': 5, 'ideas': 5}",2,0,1,1,3,1,0,0,5,5,5,4.6,0,0,1,0,1,1,2,0,1,1,1,0,1,1,2,1,5.0
8ddef817-89e2-49af-9270-b062224ad096,44,2.0,2.0,"[[1, 2, 2], [5, 109, 1]]",pathophysiology:2/2; physical:109/1,0,0.25,0.0/0.0,"{'pathophysiology': 2, 'epidemiology': 0, 'etiology': 0, 'history': 0, 'physical': 1, 'exams': 0, 'differential': 0, 'therapeutic': 0, 'used categories': 2, 'total annotations': 2, 'ideas': 2}",2,0,0,0,1,0,0,0,2,2,2,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
9328bc06-3340-488d-8531-2c6260646985,44,3.0,4.0,"[[1, 10, 3], [6, 170, 3], [7, 234, 2]]",pathophysiology:10/3; exams:170/3; differential:234/2,0,0.375,0.0/0.0,"{'pathophysiology': 3, 'epidemiology': 0, 'etiology': 0, 'history': 0, 'physical': 0, 'exams': 3, 'differential': 2, 'therapeutic': 0, 'used categories': 3, 'total annotations': 3, 'ideas': 3}",3,0,0,0,0,3,2,0,3,3,3,4.2,0,0,0,0,2,2,0,0,0,0,0,0,2,2,3,2,2.0
937d6441-6436-40d5-9e0c-38d5c51c74be,54,3.0,7.0,"[[1, 6, 4], [2, 177, 1], [3, 202, 3], [5, 290, 5], [4, 467, 7], [8, 566, 3]]",pathophysiology:6/4; epidemiology:177/1; etiology:202/3; physical:290/5; history:467/7; therapeutic:566/3,0,0.75,0.0/0.0,"{'pathophysiology': 4, 'epidemiology': 1, 'etiology': 3, 'history': 7, 'physical': 5, 'exams': 0, 'differential': 0, 'therapeutic': 3, 'used categories': 6, 'total annotations': 6, 'ideas': 6}",4,1,3,7,5,0,0,3,6,6,6,6.2,2,2,1,1,2,2,2,0,1,1,1,1,2,2,8,2,3.0
96bf432e-dffe-4691-967b-2ef3b9bec499,48,2.0,2.0,"[[1, 0, 5]]",pathophysiology:0/5,0,0.125,,"{'pathophysiology': 5, 'epidemiology': 0, 'etiology': 0, 'history': 0, 'physical': 0, 'exams': 0, 'differential': 0, 'therapeutic': 0, 'used categories': 1, 'total annotations': 1, 'ideas': 1}",5,0,0,0,0,0,0,0,1,1,1,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
9b249145-b5cd-4191-90ab-0f1afa76c66a,83,3.0,8.0,"[[1, 71, 1], [5, 165, 2], [2, 209, 2], [5, 302, 3], [6, 418, 12], [8, 645, 6]]",pathophysiology:71/1; physical:165/8; epidemiology:209/2; physical:302/3; exams:418/12; therapeutic:645/6,1,0.5208333333333334,-0.49999999999999983,"{'pathophysiology': 1, 'epidemiology': 2, 'etiology': 0, 'history': 0, 'physical': 5, 'exams': 12, 'differential': 0, 'therapeutic': 6, 'used categories': 5, 'total annotations': 6, 'ideas': 6}",1,2,0,0,5,12,0,6,5,6,6,8.15,2,2,4,1,2,2,4,2,0,0,4,1,2,2,5,2,5.0
9baa04ac-a72a-4e8b-8077-8346e7e429e3,62,3.0,4.0,"[[1, 0, 1], [3, 55, 1], [5, 85, 2], [4, 132, 1], [6, 153, 2]]",pathophysiology:0/1; etiology:55/1; physical:85/2; history:132/1; exams:153/2,0,0.625,0.0/0.0,"{'pathophysiology': 1, 'epidemiology': 0, 'etiology': 1, 'history': 1, 'physical': 2, 'exams': 2, 'differential': 0, 'therapeutic': 0, 'used categories': 5, 'total annotations': 5, 'ideas': 5}",1,0,1,1,2,2,0,0,5,5,5,5.1,0,0,1,0,1,1,2,0,1,1,1,0,1,1,2,1,3.0
9be4e8ed-e9b1-409a-b915-f68ad7441b97,45,2.0,5.0,"[[1, 84, 1], [3, 136, 2], [4, 136, 2], [5, 202, 3], [1, 264, 1], [6, 311, 1], [7, 361, 1], [8, 373, 5]]",pathophysiology:84/3; etiology:136/2; history:136/2; physical:202/3; pathophysiology:264/1; exams:311/1; differential:361/1; therapeutic:373/5,1,0.765625,-0.3333333333333333,"{'pathophysiology': 2, 'epidemiology': 0, 'etiology': 2, 'history': 2, 'physical': 3, 'exams': 1, 'differential': 1, 'therapeutic': 5, 'used categories': 7, 'total annotations': 8, 'ideas': 7}",2,0,2,2,3,1,1,5,7,8,7,4.75,1,1,7,1,1,1,5,2,1,1,7,1,1,1,4,1,6.0
9e25af26-8264-421a-81ad-5bd5c4aae8d6,89,3.0,8.0,"[[1, 11, 1], [3, 76, 1], [4, 115, 3], [6, 173, 1], [4, 204, 1], [6, 225, 1], [4, 265, 2], [3, 324, 1], [6, 375, 1], [1, 413, 1], [8, 466, 8]]",pathophysiology:11/3; etiology:76/3; history:115/9; exams:173/3; history:204/1; exams:225/1; history:265/2; etiology:324/1; exams:375/1; pathophysiology:413/1; therapeutic:466/8,5,0.3409090909090909,-0.32000000000000006,"{'pathophysiology': 2, 'epidemiology': 0, 'etiology': 2, 'history': 6, 'physical': 0, 'exams': 3, 'differential': 0, 'therapeutic': 8, 'used categories': 5, 'total annotations': 11, 'ideas': 11}",2,0,2,6,0,3,0,8,5,11,11,8.45,1,1,7,2,2,2,7,2,2,2,7,2,2,2,8,2,5.0
a03d321f-5346-4d85-9bc5-6e5f5d1d6f87,86,3.0,7.0,"[[1, 0, 1], [6, 82, 1], [2, 110, 4], [4, 195, 3], [5, 242, 1], [8, 282, 4], [4, 401, 1], [8, 410, 4], [6, 498, 2], [1, 609, 2], [8, 662, 1], [4, 700, 1], [8, 738, 1]]",pathophysiology:0/5; exams:82/5; epidemiology:110/4; history:195/7; physical:242/1; therapeutic:282/14; history:401/1; therapeutic:410/4; exams:498/2; pathophysiology:609/2; therapeutic:662/1; history:700/1; therapeutic:738/1,6,0.40384615384615385,-0.31884057971014496,"{'pathophysiology': 3, 'epidemiology': 4, 'etiology': 0, 'history': 5, 'physical': 1, 'exams': 3, 'differential': 0, 'therapeutic': 10, 'used categories': 6, 'total annotations': 13, 'ideas': 13}",3,4,0,5,1,3,0,10,6,13,13,7.8,1,1,6,2,2,2,7,2,2,2,6,2,2,2,8,2,5.0
a3ad6a73-6697-4b23-908b-a7d91eff8ce4,63,3.0,5.0,"[[2, 0, 2], [3, 71, 1], [1, 116, 3], [4, 168, 1], [5, 220, 2], [6, 297, 1], [4, 344, 1], [5, 363, 1], [6, 394, 1], [8, 407, 1]]",epidemiology:0/2; etiology:71/1; pathophysiology:116/3; history:168/3; physical:220/4; exams:297/3; history:344/1; physical:363/1; exams:394/1; therapeutic:407/1,3,0.6124999999999999,-0.25000000000000006,"{'pathophysiology': 3, 'epidemiology': 2, 'etiology': 1, 'history': 2, 'physical': 3, 'exams': 2, 'differential': 0, 'therapeutic': 1, 'used categories': 7, 'total annotations': 10, 'ideas': 10}",3,2,1,2,3,2,0,1,7,10,10,5.65,2,2,2,1,2,2,5,2,2,2,2,1,2,2,6,2,4.0
a90ac982-dc10-496c-8655-303afb315ba7,17,3.0,4.0,"[[2, 0, 2], [1, 104, 1], [4, 231, 1], [5, 271, 1], [6, 318, 1], [7, 318, 1], [8, 356, 1]]",epidemiology:0/2; pathophysiology:104/1; history:231/1; physical:271/1; exams:318/1; differential:318/1; therapeutic:356/1,0,0.875,0.0/0.0,"{'pathophysiology': 1, 'epidemiology': 2, 'etiology': 0, 'history': 1, 'physical': 1, 'exams': 1, 'differential': 1, 'therapeutic': 1, 'used categories': 7, 'total annotations': 7, 'ideas': 6}",1,2,0,1,1,1,1,1,7,7,6,2.85,2,2,2,1,2,2,2,0,2,2,2,1,2,2,6,2,5.0
afe606aa-4755-4bf3-a75e-40d7a04d3d54,59,2.0,3.0,"[[2, 163, 2], [3, 250, 4], [1, 337, 2], [5, 492, 9]]",epidemiology:163/2; etiology:250/4; pathophysiology:337/2; physical:492/9,0,0.5,0.0/0.0,"{'pathophysiology': 2, 'epidemiology': 2, 'etiology': 4, 'history': 0, 'physical': 9, 'exams': 0, 'differential': 0, 'therapeutic': 0, 'used categories': 4, 'total annotations': 4, 'ideas': 4}",2,2,4,0,9,0,0,0,4,4,4,4.45,2,2,1,0,2,2,1,0,0,0,1,0,2,2,5,2,3.0
b120b08c-8d6d-4fbd-999a-85046ee434aa,59,3.0,5.0,"[[2, 20, 1], [3, 35, 1], [2, 47, 2], [4, 70, 1], [1, 100, 4], [5, 230, 3], [6, 264, 7]]",epidemiology:20/5; etiology:35/1; epidemiology:47/2; history:70/1; pathophysiology:100/4; physical:230/3; exams:264/7,1,0.6428571428571429,-0.4000000000000002,"{'pathophysiology': 4, 'epidemiology': 3, 'etiology': 1, 'history': 1, 'physical': 3, 'exams': 7, 'differential': 0, 'therapeutic': 0, 'used categories': 6, 'total annotations': 7, 'ideas': 7}",4,3,1,1,3,7,0,0,6,7,7,5.45,2,2,4,1,2,2,4,2,2,2,4,1,2,2,6,2,4.0
b186e7b9-ab51-4566-9e78-4e288b82bf77,79,2.0,5.0,"[[3, 28, 2], [4, 98, 2], [5, 137, 2], [4, 183, 1], [1, 233, 1], [2, 296, 3], [8, 428, 2]]",etiology:28/2; history:98/4; physical:137/2; history:183/1; pathophysiology:233/1; epidemiology:296/3; therapeutic:428/2,1,0.6428571428571429,-0.4000000000000002,"{'pathophysiology': 1, 'epidemiology': 3, 'etiology': 2, 'history': 3, 'physical': 2, 'exams': 0, 'differential': 0, 'therapeutic': 2, 'used categories': 6, 'total annotations': 7, 'ideas': 7}",1,3,2,3,2,0,0,2,6,7,7,6.45,2,2,2,1,2,2,2,0,1,1,2,1,2,2,8,2,4.0
b61f5a0f-0cd6-43c9-9c66-b1d0cdb6b0c1,74,4.0,9.0,"[[3, 114, 1], [1, 159, 3], [6, 327, 1], [1, 355, 1], [6, 423, 2], [7, 423, 1], [4, 477, 2], [6, 517, 1], [8, 560, 5], [4, 741, 1], [8, 784, 3]]",etiology:114/1; pathophysiology:159/5; exams:327/7; pathophysiology:355/1; exams:423/2; differential:423/1; history:477/4; exams:517/1; therapeutic:560/11; history:741/1; therapeutic:784/3,5,0.40909090909090906,-0.27906976744186046,"{'pathophysiology': 4, 'epidemiology': 0, 'etiology': 1, 'history': 3, 'physical': 0, 'exams': 4, 'differential': 1, 'therapeutic': 8, 'used categories': 6, 'total annotations': 11, 'ideas': 10}",4,0,1,3,0,4,1,8,6,11,10,8.2,1,1,7,2,2,2,7,2,2,2,7,2,2,2,7,2,5.0
b6e0b073-8105-4510-aa89-86b07cc945c5,70,3.0,6.0,"[[2, 0, 3], [6, 108, 2], [8, 192, 1], [4, 197, 1], [5, 216, 1], [8, 230, 2], [1, 296, 3], [5, 378, 1], [8, 448, 2], [1, 496, 1]]",epidemiology:0/3; exams:108/2; therapeutic:192/9; history:197/1; physical:216/3; therapeutic:230/2; pathophysiology:296/5; physical:378/1; therapeutic:448/2; pathophysiology:496/1,4,0.44999999999999996,-0.3333333333333333,"{'pathophysiology': 4, 'epidemiology': 3, 'etiology': 0, 'history': 1, 'physical': 2, 'exams': 2, 'differential': 0, 'therapeutic': 5, 'used categories': 6, 'total annotations': 10, 'ideas': 10}",4,3,0,1,2,2,0,5,6,10,10,6.5,2,2,7,1,2,2,5,2,2,2,7,1,2,2,6,2,5.0
b8e625cd-8fbe-4bc6-a538-53bc67db9a67,56,4.0,7.0,"[[1, 20, 1], [2, 57, 1], [3, 131, 2], [1, 185, 2], [4, 250, 1], [1, 281, 1], [4, 360, 1], [5, 368, 1], [6, 381, 1], [5, 428, 1], [8, 446, 1], [6, 483, 1], [7, 524, 1], [1, 580, 1], [8, 594, 3], [1, 701, 2], [5, 768, 1]]",pathophysiology:20/13; epidemiology:57/1; etiology:131/2; pathophysiology:185/2; history:250/3; pathophysiology:281/1; history:360/1; physical:368/5; exams:381/3; physical:428/1; therapeutic:446/7; exams:483/1; differential:524/1; pathophysiology:580/1; therapeutic:594/3; pathophysiology:701/2; physical:768/1,9,0.47058823529411764,-0.2644628099173554,"{'pathophysiology': 7, 'epidemiology': 1, 'etiology': 2, 'history': 2, 'physical': 3, 'exams': 2, 'differential': 1, 'therapeutic': 4, 'used categories': 8, 'total annotations': 17, 'ideas': 17}",7,1,2,2,3,2,1,4,8,17,17,6.3,2,2,6,2,2,2,6,2,2,2,6,2,2,2,7,2,3.0
b9b6928c-c6a6-41a8-a19a-a44fce570414,63,2.0,5.0,"[[2, 5, 1], [3, 29, 1], [8, 56, 2], [4, 140, 3], [5, 214, 1], [4, 275, 1], [5, 319, 4], [8, 389, 2]]",epidemiology:5/1; etiology:29/1; therapeutic:56/6; history:140/5; physical:214/9; history:275/1; physical:319/4; therapeutic:389/2,3,0.390625,-0.3333333333333333,"{'pathophysiology': 0, 'epidemiology': 1, 'etiology': 1, 'history': 4, 'physical': 5, 'exams': 0, 'differential': 0, 'therapeutic': 4, 'used categories': 5, 'total annotations': 8, 'ideas': 8}",0,1,1,4,5,0,0,4,5,8,8,5.65,2,2,1,1,2,2,2,0,2,2,1,1,2,2,8,2,6.0
b9e2cb64-2ca6-4168-b77b-10823f5aacac,36,2.0,5.0,"[[2, 22, 1], [3, 59, 2], [7, 123, 2], [4, 152, 3], [6, 195, 2], [5, 226, 1], [1, 302, 1], [7, 312, 1], [8, 340, 1], [6, 368, 4]]",epidemiology:22/1; etiology:59/2; differential:123/4; history:152/3; exams:195/10; physical:226/1; pathophysiology:302/1; differential:312/1; therapeutic:340/1; exams:368/4,2,0.8,-0.24999999999999994,"{'pathophysiology': 1, 'epidemiology': 1, 'etiology': 2, 'history': 3, 'physical': 1, 'exams': 6, 'differential': 3, 'therapeutic': 1, 'used categories': 8, 'total annotations': 10, 'ideas': 10}",1,1,2,3,1,6,3,1,8,10,10,4.3,2,2,4,1,2,2,4,2,2,2,4,1,2,2,6,2,4.0
c90e4a05-5220-42d6-adb4-90c71b01dad8,41,2.0,4.0,"[[1, 64, 1], [5, 107, 1], [1, 123, 2], [3, 168, 1], [4, 190, 2], [8, 303, 3]]",pathophysiology:64/5; physical:107/1; pathophysiology:123/2; etiology:168/1; history:190/2; therapeutic:303/3,1,0.5208333333333334,-0.49999999999999983,"{'pathophysiology': 3, 'epidemiology': 0, 'etiology': 1, 'history': 2, 'physical': 1, 'exams': 0, 'differential': 0, 'therapeutic': 3, 'used categories': 5, 'total annotations': 6, 'ideas': 6}",3,0,1,2,1,0,0,3,5,6,6,4.05,1,1,2,1,1,1,2,0,1,1,2,0,1,1,4,1,1.0
ce6ff14a-b741-4744-8dd2-086228dbc717,44,1.0,2.0,"[[1, 52, 2], [4, 164, 1], [1, 197, 1]]",pathophysiology:52/4; history:164/1; pathophysiology:197/1,1,0.16666666666666669,-2.000000000000001,"{'pathophysiology': 3, 'epidemiology': 0, 'etiology': 0, 'history': 1, 'physical': 0, 'exams': 0, 'differential': 0, 'therapeutic': 0, 'used categories': 2, 'total annotations': 3, 'ideas': 3}",3,0,0,1,0,0,0,0,2,3,3,3.2,0,0,0,0,1,1,0,0,1,1,0,0,1,1,2,1,1.0
d01e1ad5-30c2-4331-aa4d-82a039818e2a,37,1.0,2.0,"[[1, 2, 3], [8, 143, 1]]",pathophysiology:2/3; therapeutic:143/1,0,0.25,0.0/0.0,"{'pathophysiology': 3, 'epidemiology': 0, 'etiology': 0, 'history': 0, 'physical': 0, 'exams': 0, 'differential': 0, 'therapeutic': 1, 'used categories': 2, 'total annotations': 2, 'ideas': 2}",3,0,0,0,0,0,0,1,2,2,2,2.85,1,1,0,0,2,2,0,0,0,0,0,0,2,2,3,2,1.0
d6aaf785-58ea-40c8-846d-05d96b6f1809,64,3.0,6.0,"[[1, 29, 4], [2, 140, 1], [3, 165, 2], [4, 231, 1], [1, 303, 8], [6, 655, 2], [4, 723, 1], [6, 751, 2], [8, 838, 5]]",pathophysiology:29/20; epidemiology:140/1; etiology:165/2; history:231/3; pathophysiology:303/8; exams:655/6; history:723/1; exams:751/2; therapeutic:838/5,3,0.5,-0.2857142857142858,"{'pathophysiology': 12, 'epidemiology': 1, 'etiology': 2, 'history': 2, 'physical': 0, 'exams': 4, 'differential': 0, 'therapeutic': 5, 'used categories': 6, 'total annotations': 9, 'ideas': 9}",12,1,2,2,0,4,0,5,6,9,9,6.2,2,2,3,1,2,2,3,1,2,2,3,1,2,2,8,2,4.0
d7f7820d-aee7-4fc9-897f-367925130015,61,4.0,7.0,"[[1, 12, 2], [4, 110, 3], [5, 198, 2], [6, 259, 2], [8, 334, 3]]",pathophysiology:12/2; history:110/3; physical:198/2; exams:259/2; therapeutic:334/3,0,0.625,0.0/0.0,"{'pathophysiology': 2, 'epidemiology': 0, 'etiology': 0, 'history': 3, 'physical': 2, 'exams': 2, 'differential': 0, 'therapeutic': 3, 'used categories': 5, 'total annotations': 5, 'ideas': 5}",2,0,0,3,2,2,0,3,5,5,5,6.55,1,1,2,1,1,1,2,0,1,1,2,0,1,1,4,1,4.0
da07db2e-6747-4d19-97e0-e97ced056c35,96,3.0,8.0,"[[4, 52, 2], [2, 95, 2], [1, 183, 2], [5, 276, 4], [6, 346, 3], [8, 468, 1], [6, 496, 1], [1, 523, 2], [8, 586, 5], [1, 761, 3], [8, 917, 1]]",history:52/2; epidemiology:95/2; pathophysiology:183/12; physical:276/4; exams:346/5; therapeutic:468/11; exams:496/1; pathophysiology:523/2; therapeutic:586/5; pathophysiology:761/3; therapeutic:917/1,4,0.4772727272727273,-0.3414634146341464,"{'pathophysiology': 7, 'epidemiology': 2, 'etiology': 0, 'history': 2, 'physical': 4, 'exams': 4, 'differential': 0, 'therapeutic': 7, 'used categories': 6, 'total annotations': 11, 'ideas': 11}",7,2,0,2,4,4,0,7,6,11,11,8.8,2,2,6,2,2,2,6,2,2,2,6,2,2,2,8,2,5.0
db84f041-b522-4023-9b67-9d53264c8146,56,2.0,5.0,"[[2, 13, 1], [3, 57, 2], [2, 138, 1], [4, 181, 6], [1, 205, 1], [8, 367, 1], [1, 417, 1], [4, 471, 1], [8, 495, 1]]",epidemiology:13/3; etiology:57/2; epidemiology:138/1; history:181/8; pathophysiology:205/3; therapeutic:367/3; pathophysiology:417/1; history:471/1; therapeutic:495/1,4,0.3472222222222222,-0.2857142857142857,"{'pathophysiology': 2, 'epidemiology': 2, 'etiology': 2, 'history': 7, 'physical': 0, 'exams': 0, 'differential': 0, 'therapeutic': 2, 'used categories': 5, 'total annotations': 9, 'ideas': 9}",2,2,2,7,0,0,0,2,5,9,9,5.3,2,2,2,1,2,2,2,0,2,2,2,1,2,2,8,2,4.0
e41153d7-04c2-4b11-9429-2c25963ee325,50,3.0,6.0,"[[2, 80, 1], [4, 142, 1], [6, 175, 1], [7, 216, 2], [1, 359, 2], [4, 491, 1], [8, 541, 1]]",epidemiology:80/1; history:142/3; exams:175/1; differential:216/2; pathophysiology:359/2; history:491/1; therapeutic:541/1,1,0.6428571428571429,-0.4000000000000002,"{'pathophysiology': 2, 'epidemiology': 1, 'etiology': 0, 'history': 2, 'physical': 0, 'exams': 1, 'differential': 2, 'therapeutic': 1, 'used categories': 6, 'total annotations': 7, 'ideas': 7}",2,1,0,2,0,1,2,1,6,7,7,5.5,2,2,2,1,2,2,2,0,2,2,2,1,2,2,8,2,3.0
e4b58dec-68d1-4cee-a8ab-e30d7ea340e0,88,3.0,8.0,"[[2, 19, 1], [1, 27, 2], [3, 74, 1], [4, 100, 1], [5, 107, 1], [4, 129, 1], [5, 154, 1], [6, 194, 3], [4, 294, 2], [6, 331, 1], [4, 369, 2], [1, 465, 1], [5, 490, 3], [8, 578, 7]]",epidemiology:19/1; pathophysiology:27/4; etiology:74/1; history:100/11; physical:107/9; history:129/1; physical:154/1; exams:194/5; history:294/2; exams:331/1; history:369/2; pathophysiology:465/1; physical:490/3; therapeutic:578/7,7,0.4375,-0.2894736842105263,"{'pathophysiology': 3, 'epidemiology': 1, 'etiology': 1, 'history': 6, 'physical': 5, 'exams': 4, 'differential': 0, 'therapeutic': 7, 'used categories': 7, 'total annotations': 14, 'ideas': 14}",3,1,1,6,5,4,0,7,7,14,14,8.4,2,2,6,2,2,2,6,2,2,2,6,2,2,2,6,2,6.0
e95a3f59-1f11-4b16-a197-862eb5cc1c99,77,2.0,5.0,"[[3, 23, 1], [1, 67, 4], [4, 179, 1], [5, 194, 8]]",etiology:23/1; pathophysiology:67/4; history:179/1; physical:194/8,0,0.5,0.0/0.0,"{'pathophysiology': 4, 'epidemiology': 0, 'etiology': 1, 'history': 1, 'physical': 8, 'exams': 0, 'differential': 0, 'therapeutic': 0, 'used categories': 4, 'total annotations': 4, 'ideas': 4}",4,0,1,1,8,0,0,0,4,4,4,6.35,0,0,1,0,1,1,1,0,1,1,1,0,1,1,2,1,3.0
ea2a2261-0b36-43ca-9746-bb3d270f5c24,82,2.0,4.0,"[[3, 43, 2], [2, 43, 2], [6, 77, 2], [1, 132, 3], [5, 269, 1], [1, 333, 1], [5, 354, 1], [1, 407, 2]]",epidemiology:43/2; etiology:43/2; exams:77/2; pathophysiology:132/9; physical:269/3; pathophysiology:333/1; physical:354/1; pathophysiology:407/2,3,0.390625,-0.5,"{'pathophysiology': 6, 'epidemiology': 2, 'etiology': 2, 'history': 0, 'physical': 2, 'exams': 2, 'differential': 0, 'therapeutic': 0, 'used categories': 5, 'total annotations': 8, 'ideas': 7}",6,2,2,0,2,2,0,0,5,8,7,6.1,2,2,3,1,2,2,3,1,0,0,3,1,2,2,5,2,6.0
